"","x"
"1115",48.392
"1116",171.977
"1117",149.731
"1118",121.702
"1119",163.69
"1120",48.392
"1121",205.032
"1122",142.778
"1123",6.533
"1124",16.958
"1125",67.291
"1126",8.217
"1127",137.262
"1128",40.831
"1129",166.114
"1130",149.731
"1131",135.971
"1132",263.998
"1133",135.408
"1134",161.098
"1135",53.575
"1136",105.863
"1137",80.845
"1138",29.503
"1139",105.834
"1140",10.714
"1141",94.557
"1142",75.501
"1143",128.742
"1144",6.533
"1145",35.514
"1146",644.945
"1147",67.291
"1148",98.835
"1149",42.992
"1150",42.992
"1151",1495.514
"1152",71.013
"1153",171.303
"1154",34.172
"1155",135.408
"1156",166.114
"1157",61.304
"1158",91.535
"1159",60.91
"1160",105.863
"1161",75.501
"1162",39.896
"1163",128.181
"1164",59.093
"1165",145.655
"1166",106.196
"1167",NA
"1168",32.398
"1169",40.831
"1170",644.945
"1171",141.716
"1172",94.227
"1173",254.86
"1174",59.801
"1175",128.742
"1176",148.601
"1177",263.998
"1178",201.173
"1179",105.834
"1180",42.992
"1181",11.793
"1182",128.181
"1183",80.848
"1184",171.977
"1185",205.032
"1186",131.034
"1187",128.181
"1188",80.799
"1189",128.181
"1190",104.306
"1191",NA
"1192",161.693
"1193",119.062
"1194",119.062
"1195",53.04
"1196",10.714
"1197",231.646
"1198",47.698
"1199",124.951
"1200",52.116
"1201",52.116
"1202",206.709
"1203",54.224
"1204",149.731
"1205",133.118
"1206",124.951
"1207",16.958
"1208",NA
"1209",47.698
"1210",222.017
"1211",75.501
"1212",94.227
"1213",53.04
"1214",165.29
"1215",42.631
"1216",8.217
"1217",102.231
"1218",124.951
"1219",124.951
"1220",42.992
"1221",160.43
"1222",83.73
"1223",47.772
"1224",240.603
"1225",NA
"1226",50.32
"1227",61.304
"1228",206.497
"1229",75.501
"1230",319.785
"1231",42.992
"1232",58.567
"1233",52.302
"1234",135.408
"1235",160.583
"1236",42.992
"1237",60.91
"1238",54.224
"1239",161.693
"1240",165.29
